label,image_path,xmin,ymin,xmax,ymax,image_width,image_height
Shirt,1390318_245830942256864_50612665_n.jpg,146,255,463,546,640,640
Blouse,1390318_245830942256864_50612665_n.jpg,466,272,635,626,640,640
Trousers,1390318_245830942256864_50612665_n.jpg,332,547,500,623,640,640
Headwear,1390395_780314292010284_1363466518_n.jpg,78,1,411,272,640,640
Sweater,1390395_780314292010284_1363466518_n.jpg,6,381,502,637,640,640
Skirt,1391224_1493462000879128_882796816_n.jpg,157,400,412,612,612,612
Blouse,1391224_1493462000879128_882796816_n.jpg,55,158,555,559,612,612
Dress,1515382_255752341252737_872059404_n.jpg,158,357,227,505,640,640
Dress,1515382_255752341252737_872059404_n.jpg,231,356,306,487,640,640
Dress,1515382_255752341252737_872059404_n.jpg,303,353,382,527,640,640
Dress,1515382_255752341252737_872059404_n.jpg,411,354,485,490,640,640
Dress,1515382_255752341252737_872059404_n.jpg,86,371,148,484,640,640
Dress,1516275_407784409394076_693348_n.jpg,86,110,243,375,612,612
Dress,1516275_407784409394076_693348_n.jpg,357,156,576,538,612,612
High heels,1516275_407784409394076_693348_n.jpg,139,515,174,580,612,612
High heels,1516275_407784409394076_693348_n.jpg,176,497,210,582,612,612
Jacket,1516379_596022457134945_1117232091_n.jpg,132,272,466,637,640,640
Handbag,1515385_205001483023182_872283643_n.jpg,161,502,209,616,640,640
Romper,1515385_205001483023182_872283643_n.jpg,209,265,401,631,640,640
Jacket,1515385_205001483023182_872283643_n.jpg,147,163,467,535,640,640
Top,1171094_368636619946873_1528811138_n.jpg,268,284,450,521,640,640
Skirt,1171094_368636619946873_1528811138_n.jpg,230,508,505,640,640,640
Cardigan,1171094_368636619946873_1528811138_n.jpg,183,207,498,534,640,640
Shirt,1515874_191060964419072_432512880_n.jpg,226,249,396,396,640,640
Sweater,1515874_191060964419072_432512880_n.jpg,281,73,357,254,640,640
Tee,1515874_191060964419072_432512880_n.jpg,26,87,205,323,640,640
Dress,1515874_191060964419072_432512880_n.jpg,439,11,617,386,640,640
Trousers,1515874_191060964419072_432512880_n.jpg,54,292,182,578,640,640
High heels,1515874_191060964419072_432512880_n.jpg,72,568,108,640,640,640
High heels,1515874_191060964419072_432512880_n.jpg,110,569,145,640,640,640
Footwear,1515874_191060964419072_432512880_n.jpg,265,583,311,640,640,640
Footwear,1515874_191060964419072_432512880_n.jpg,305,580,358,638,640,640
Footwear,1515874_191060964419072_432512880_n.jpg,507,542,552,640,640,640
Footwear,1515874_191060964419072_432512880_n.jpg,567,533,631,638,640,640
Outter,1515874_191060964419072_432512880_n.jpg,225,92,416,378,640,640
Brassiere,1171175_1696298300651406_1090820252_n.jpg,200,153,289,215,640,640
Shorts,1171175_1696298300651406_1090820252_n.jpg,186,220,292,329,640,640
High heels,1171175_1696298300651406_1090820252_n.jpg,201,371,263,565,640,640
High heels,1171175_1696298300651406_1090820252_n.jpg,245,379,293,628,640,640
Sweater,1516518_628854617175765_354933779_n.jpg,337,273,452,375,640,640
Tee,1516518_628854617175765_354933779_n.jpg,203,308,249,381,640,640
Tee,1516518_628854617175765_354933779_n.jpg,349,377,443,507,640,640
Trousers,1516518_628854617175765_354933779_n.jpg,179,367,251,438,640,640
Footwear,1516518_628854617175765_354933779_n.jpg,173,418,190,439,640,640
Footwear,1516518_628854617175765_354933779_n.jpg,222,437,247,447,640,640
Dress,1517057_1401698353408375_985192387_n.jpg,318,171,496,586,640,640
Jacket,1517057_1401698353408375_985192387_n.jpg,269,155,506,423,640,640
Jeans,1516635_326685714137608_1202435853_n.jpg,83,329,185,571,640,640
Jeans,1516635_326685714137608_1202435853_n.jpg,417,332,532,567,640,640
Tee,1516635_326685714137608_1202435853_n.jpg,93,133,196,349,640,640
Tee,1516635_326685714137608_1202435853_n.jpg,423,137,499,295,640,640
Cardigan,1516635_326685714137608_1202435853_n.jpg,33,100,237,414,640,640
Cardigan,1516635_326685714137608_1202435853_n.jpg,436,119,572,436,640,640
Footwear,1516635_326685714137608_1202435853_n.jpg,103,550,178,636,640,640
Footwear,1516635_326685714137608_1202435853_n.jpg,433,553,572,634,640,640
Tee,1516684_564088543665387_1206408974_n.jpg,98,388,620,640,640,640
Jacket,1516856_1010252122384953_275249340_n.jpg,403,834,1069,1349,1080,1349
Brassiere,1516995_249765631849770_1792484735_n.jpg,68,90,219,221,640,640
Brassiere,1516995_249765631849770_1792484735_n.jpg,73,362,220,498,640,640
Dress,1516995_249765631849770_1792484735_n.jpg,371,167,503,389,640,640
Dress,1516995_249765631849770_1792484735_n.jpg,488,168,635,386,640,640
High heels,1516995_249765631849770_1792484735_n.jpg,413,568,443,638,640,640
High heels,1516995_249765631849770_1792484735_n.jpg,439,565,474,635,640,640
High heels,1516995_249765631849770_1792484735_n.jpg,526,562,557,627,640,640
High heels,1516995_249765631849770_1792484735_n.jpg,603,576,631,626,640,640
_Underwear,1516995_249765631849770_1792484735_n.jpg,72,264,214,355,640,640
_Underwear,1516995_249765631849770_1792484735_n.jpg,68,539,233,621,640,640
Brassiere,1530804_643319729037016_1685130352_n.jpg,200,147,412,348,640,640
_Underwear,1530804_643319729037016_1685130352_n.jpg,196,409,457,640,640,640
Shirt,1538550_337841656354533_1496806431_n.jpg,275,266,436,629,640,640
Jacket,1538550_337841656354533_1496806431_n.jpg,54,122,585,640,640,640
Dress,1596678_1375697062737065_718743785_n.jpg,185,36,516,561,640,640
Swimwear,1596682_718224221598621_1685452980_n.jpg,483,364,520,386,640,640
Swimwear,1596682_718224221598621_1685452980_n.jpg,474,399,510,425,640,640
Sunglasses,1527653_278700155613495_1291808980_n.jpg,386,230,423,248,640,640
Top,1527653_278700155613495_1291808980_n.jpg,365,262,454,321,640,640
Skirt,1527653_278700155613495_1291808980_n.jpg,260,343,333,512,640,640
Handbag,1527653_278700155613495_1291808980_n.jpg,224,360,314,430,640,640
Handbag,1527653_278700155613495_1291808980_n.jpg,441,387,476,427,640,640
Headwear,1527653_278700155613495_1291808980_n.jpg,274,210,323,244,640,640
Tee,1527653_278700155613495_1291808980_n.jpg,275,274,331,341,640,640
Cardigan,1527653_278700155613495_1291808980_n.jpg,230,268,357,369,640,640
Trousers,1527653_278700155613495_1291808980_n.jpg,369,325,442,548,640,640
High heels,1527653_278700155613495_1291808980_n.jpg,273,553,300,602,640,640
High heels,1527653_278700155613495_1291808980_n.jpg,298,552,314,597,640,640
High heels,1527653_278700155613495_1291808980_n.jpg,380,564,405,592,640,640
High heels,1527653_278700155613495_1291808980_n.jpg,408,564,425,596,640,640
Top,1597280_617168108351078_1284663049_n.jpg,287,82,375,254,640,640
Skirt,1597280_617168108351078_1284663049_n.jpg,269,245,384,495,640,640
Jumpsuit,1597280_617168108351078_1284663049_n.jpg,1,82,187,562,640,640
Jeans,1597280_617168108351078_1284663049_n.jpg,453,263,578,566,640,640
Tee,1597280_617168108351078_1284663049_n.jpg,430,85,606,268,640,640
High heels,1597280_617168108351078_1284663049_n.jpg,53,545,99,640,640,640
High heels,1597280_617168108351078_1284663049_n.jpg,89,547,138,639,640,640
High heels,1597280_617168108351078_1284663049_n.jpg,268,529,316,631,640,640
High heels,1597280_617168108351078_1284663049_n.jpg,316,545,371,640,640,640
Footwear,1597280_617168108351078_1284663049_n.jpg,502,564,551,638,640,640
Jacket,1597280_617168108351078_1284663049_n.jpg,46,91,203,313,640,640
Shirt,1598001_1600942330119502_2099137344_n.jpg,110,77,521,553,640,640
Sunglasses,1660536_703312179690475_1216079190_n.jpg,352,26,414,52,640,640
Sunglasses,1660536_703312179690475_1216079190_n.jpg,412,416,496,453,640,640
Sunglasses,1660536_703312179690475_1216079190_n.jpg,174,380,207,413,640,640
Coat,1660536_703312179690475_1216079190_n.jpg,256,53,514,330,640,640
Coat,1660536_703312179690475_1216079190_n.jpg,61,430,264,640,640,640
Tee,1660536_703312179690475_1216079190_n.jpg,262,76,443,244,640,640
Tee,1660536_703312179690475_1216079190_n.jpg,89,444,235,599,640,640
Tee,1660536_703312179690475_1216079190_n.jpg,281,496,533,640,640,640
Footwear,1660536_703312179690475_1216079190_n.jpg,156,273,264,371,640,640
Footwear,1660536_703312179690475_1216079190_n.jpg,246,271,321,339,640,640
Footwear,1660536_703312179690475_1216079190_n.jpg,3,558,65,607,640,640
Tank,1599962_356303887841908_1931039393_n.jpg,184,250,374,577,640,640
Sweatpants,1599962_356303887841908_1931039393_n.jpg,173,577,390,639,640,640
Top,1662851_371080313059654_721787510_n.jpg,165,203,415,499,640,640
Skirt,1662851_371080313059654_721787510_n.jpg,178,479,404,640,640,640
Sunglasses,1723761_609889479080002_1944733577_n.jpg,129,304,191,334,640,640
Shirt,1723761_609889479080002_1944733577_n.jpg,38,343,218,555,640,640
Tee,1723761_609889479080002_1944733577_n.jpg,224,352,331,553,640,640
Jacket,1723761_609889479080002_1944733577_n.jpg,337,343,518,561,640,640
Jacket,1723761_609889479080002_1944733577_n.jpg,196,319,355,558,640,640
Coat,1530649_259803340861992_1159335992_n.jpg,198,95,404,596,640,640
Trousers,1530649_259803340861992_1159335992_n.jpg,257,365,361,638,640,640
Sunglasses,1742244_203731786494298_198047321_n.jpg,266,215,326,252,640,640
Dress,1742244_203731786494298_198047321_n.jpg,198,316,355,617,640,640
Jacket,1742244_203731786494298_198047321_n.jpg,109,159,466,583,640,640
Scarf,1738088_693936267323207_731366014_n.jpg,298,140,445,297,640,640
Sweater,1738088_693936267323207_731366014_n.jpg,283,548,330,630,640,640
Sweater,1738088_693936267323207_731366014_n.jpg,276,170,518,411,640,640
Jeans,1738088_693936267323207_731366014_n.jpg,111,310,274,411,640,640
Blouse,1738088_693936267323207_731366014_n.jpg,120,152,269,405,640,640
Jacket,1738088_693936267323207_731366014_n.jpg,248,487,483,628,640,640
Brassiere,1530791_601247066676482_1702522558_n.jpg,104,183,160,278,640,640
Dress,1530791_601247066676482_1702522558_n.jpg,18,200,278,550,640,640
Dress,1530791_601247066676482_1702522558_n.jpg,285,197,450,549,640,640
Dress,1530791_601247066676482_1702522558_n.jpg,425,216,556,547,640,640
Dress,1530791_601247066676482_1702522558_n.jpg,513,198,573,507,640,640
Dress,1530791_601247066676482_1702522558_n.jpg,583,194,637,459,640,640
_Underwear,1530791_601247066676482_1702522558_n.jpg,302,359,408,400,640,640
Coat,1738554_1116621391687218_1100641048_n.jpg,4,0,612,611,612,612
Handbag,1738554_1116621391687218_1100641048_n.jpg,152,279,426,451,612,612
Handbag,1741336_1423394711239524_1650250833_n.jpg,413,525,638,622,640,640
Shirt,1741336_1423394711239524_1650250833_n.jpg,13,205,164,310,640,640
Headwear,1741336_1423394711239524_1650250833_n.jpg,58,124,146,195,640,640
Sweater,1741336_1423394711239524_1650250833_n.jpg,141,241,358,514,640,640
Sweater,1741336_1423394711239524_1650250833_n.jpg,368,215,626,526,640,640
Coat,1799642_709375425804494_1103809454_n.jpg,189,31,570,628,640,640
Handbag,1799642_709375425804494_1103809454_n.jpg,7,209,236,494,640,640
Headwear,1799642_709375425804494_1103809454_n.jpg,45,19,262,249,640,640
Shirt,1739506_797638713584584_749771404_n.jpg,17,400,635,635,640,640
Tee,1741391_354123268122366_542255386_n.jpg,296,297,594,614,640,640
Dress,1741391_354123268122366_542255386_n.jpg,191,168,355,610,640,640
Blazer,1921905_527249430723785_827228958_n.jpg,190,114,448,331,640,640
Jeans,1921905_527249430723785_827228958_n.jpg,250,306,385,560,640,640
Tee,1921905_527249430723785_827228958_n.jpg,249,142,374,324,640,640
Footwear,1921905_527249430723785_827228958_n.jpg,234,553,295,607,640,640
Footwear,1921905_527249430723785_827228958_n.jpg,343,551,401,608,640,640
Trousers,1921977_1460235240861401_997145892_n.jpg,226,460,640,640,640,640
Jacket,1921977_1460235240861401_997145892_n.jpg,101,49,569,554,640,640
Top,1922113_631558443559927_1251744202_n.jpg,234,178,375,395,640,640
Shorts,1922113_631558443559927_1251744202_n.jpg,244,358,400,453,640,640
Headwear,1741912_1455039934714036_341088794_n.jpg,140,59,215,122,640,640
Tee,1741912_1455039934714036_341088794_n.jpg,88,157,223,259,640,640
Trousers,1741912_1455039934714036_341088794_n.jpg,481,262,578,550,640,640
High heels,1741912_1455039934714036_341088794_n.jpg,132,539,164,594,640,640
High heels,1741912_1455039934714036_341088794_n.jpg,222,543,297,591,640,640
Jacket,1741912_1455039934714036_341088794_n.jpg,33,308,139,448,640,640
Belt,1922136_207689439438702_1053245855_n.jpg,476,210,599,235,640,640
Skirt,1922136_207689439438702_1053245855_n.jpg,437,280,622,434,640,640
Headwear,1922136_207689439438702_1053245855_n.jpg,71,18,171,76,640,640
Sweater,1922136_207689439438702_1053245855_n.jpg,447,103,623,309,640,640
Dress,1922136_207689439438702_1053245855_n.jpg,63,154,177,441,640,640
Dress,1922136_207689439438702_1053245855_n.jpg,223,193,414,621,640,640
Footwear,1922136_207689439438702_1053245855_n.jpg,87,500,131,581,640,640
Footwear,1922136_207689439438702_1053245855_n.jpg,511,566,556,620,640,640
Footwear,1922136_207689439438702_1053245855_n.jpg,538,513,574,581,640,640
Swimwear,1889350_651071131623195_545647877_n.jpg,114,365,227,403,640,640
Coat,1922440_773806489369931_447785639_n.jpg,230,16,640,638,640,640
Jeans,1922440_773806489369931_447785639_n.jpg,314,546,573,639,640,640
Blouse,1922440_773806489369931_447785639_n.jpg,309,96,524,606,640,640
Top,10004181_228735070662048_1523282630_n.jpg,186,51,515,325,640,640
Swimwear,10004181_228735070662048_1523282630_n.jpg,219,425,448,515,640,640
Sweater,10004184_1601305496818955_1911831614_n.jpg,107,102,463,512,612,612
Trousers,1921885_723463564340704_1335071266_n.jpg,244,599,510,640,640,640
Hoodie,1921885_723463564340704_1335071266_n.jpg,214,217,469,604,640,640
Blazer,10005129_1463495323949894_1258484042_n.jpg,18,270,99,385,1080,1080
Top,10005129_1463495323949894_1258484042_n.jpg,484,303,697,535,1080,1080
Shirt,10005129_1463495323949894_1258484042_n.jpg,678,200,797,399,1080,1080
Jeans,10005129_1463495323949894_1258484042_n.jpg,29,367,99,497,1080,1080
Dress,10005129_1463495323949894_1258484042_n.jpg,305,236,500,652,1080,1080
Shorts,10005129_1463495323949894_1258484042_n.jpg,494,464,693,594,1080,1080
Shorts,10005129_1463495323949894_1258484042_n.jpg,693,387,734,515,1080,1080
Footwear,10005129_1463495323949894_1258484042_n.jpg,326,852,393,972,1080,1080
Footwear,10005129_1463495323949894_1258484042_n.jpg,385,909,488,994,1080,1080
Footwear,10005129_1463495323949894_1258484042_n.jpg,537,859,588,979,1080,1080
Footwear,10005129_1463495323949894_1258484042_n.jpg,570,931,652,1073,1080,1080
Belt,1963030_312800502178260_1185554079_n.jpg,67,330,178,364,640,640
Blazer,1963030_312800502178260_1185554079_n.jpg,285,118,443,352,640,640
Handbag,1963030_312800502178260_1185554079_n.jpg,4,485,76,543,640,640
Tee,1963030_312800502178260_1185554079_n.jpg,21,178,219,339,640,640
Dress,1963030_312800502178260_1185554079_n.jpg,442,111,616,426,640,640
Blouse,1963030_312800502178260_1185554079_n.jpg,329,137,438,361,640,640
Shorts,1963030_312800502178260_1185554079_n.jpg,61,363,194,420,640,640
_Underwear,1963030_312800502178260_1185554079_n.jpg,448,231,572,350,640,640
_Underwear,1963030_312800502178260_1185554079_n.jpg,453,154,563,206,640,640
Sunglasses,10005323_633085270108516_205636213_n.jpg,55,87,188,155,640,640
Skirt,10005323_633085270108516_205636213_n.jpg,7,335,216,492,640,640
Skirt,10005323_633085270108516_205636213_n.jpg,229,319,419,496,640,640
Skirt,10005323_633085270108516_205636213_n.jpg,431,339,639,495,640,640
Headwear,10005323_633085270108516_205636213_n.jpg,50,7,188,88,640,640
Headwear,10005323_633085270108516_205636213_n.jpg,466,24,603,94,640,640
Blouse,10005323_633085270108516_205636213_n.jpg,38,163,179,350,640,640
Blouse,10005323_633085270108516_205636213_n.jpg,239,199,391,348,640,640
Blouse,10005323_633085270108516_205636213_n.jpg,453,163,620,355,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,47,561,106,637,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,105,553,162,634,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,291,519,355,585,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,331,564,401,640,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,491,557,548,637,640,640
Footwear,10005323_633085270108516_205636213_n.jpg,543,551,606,632,640,640
Swimwear,1963193_624067904308418_399791098_n.jpg,180,402,309,485,640,640
Skirt,10009138_484098858404170_1764609237_n.jpg,160,528,489,640,640,640
Tee,10009138_484098858404170_1764609237_n.jpg,243,265,399,520,640,640
Blouse,10009138_484098858404170_1764609237_n.jpg,91,91,590,597,640,640
Shirt,10009414_605842732839912_2019668124_n.jpg,56,64,580,590,640,640
Skirt,10012577_743616742324772_1146678349_n.jpg,196,304,427,634,640,640
Handbag,10012577_743616742324772_1146678349_n.jpg,224,368,433,530,640,640
Sweater,10012577_743616742324772_1146678349_n.jpg,155,85,481,509,640,640
Jacket,10012577_743616742324772_1146678349_n.jpg,158,65,503,453,640,640
Sunglasses,1971544_669164489811124_332086985_n.jpg,210,72,264,93,640,640
Sunglasses,1971544_669164489811124_332086985_n.jpg,374,60,433,78,640,640
Blazer,1971544_669164489811124_332086985_n.jpg,362,118,447,366,640,640
Blazer,1971544_669164489811124_332086985_n.jpg,145,129,320,363,640,640
Coat,1971544_669164489811124_332086985_n.jpg,319,95,489,426,640,640
Shirt,1971544_669164489811124_332086985_n.jpg,378,111,438,318,640,640
Headwear,1971544_669164489811124_332086985_n.jpg,177,21,301,123,640,640
Jeans,1971544_669164489811124_332086985_n.jpg,333,308,456,566,640,640
Jeans,1971544_669164489811124_332086985_n.jpg,190,364,299,554,640,640
Blouse,1971544_669164489811124_332086985_n.jpg,173,131,292,403,640,640
High heels,1971544_669164489811124_332086985_n.jpg,204,556,237,632,640,640
High heels,1971544_669164489811124_332086985_n.jpg,271,558,295,628,640,640
Footwear,1971544_669164489811124_332086985_n.jpg,327,570,384,638,640,640
Footwear,1971544_669164489811124_332086985_n.jpg,411,571,480,636,640,640
Top,10013090_436791566480816_1364428905_n.jpg,210,174,397,360,640,640
Handbag,10013090_436791566480816_1364428905_n.jpg,355,321,413,383,640,640
Jeans,10013090_436791566480816_1364428905_n.jpg,261,326,383,630,640,640
Footwear,10013090_436791566480816_1364428905_n.jpg,266,615,305,640,640,640
Footwear,10013090_436791566480816_1364428905_n.jpg,314,578,348,618,640,640
Cardigan,1971588_732354246775391_1993054859_n.jpg,48,102,284,401,640,640
Sweatpants,1971588_732354246775391_1993054859_n.jpg,130,352,283,526,640,640
_Underwear,1971588_732354246775391_1993054859_n.jpg,110,133,229,265,640,640
Tee,10004118_1447649732208617_2000328423_n.jpg,201,141,463,636,640,640
Skirt,10011517_621959117880630_515306964_n.jpg,31,227,172,355,640,640
